Tree;scenario;a;b;c;d;e;f;g;h;
1;2;1900571660;1191541406;944014287;585498141;944855270;1954123212;1527863629;951532395;
2;9;1494882338;1293279629;460312120;164092662;791877125;1761435686;2074788236;1959332204;
3;9;739978297;2144723687;786405185;418967018;501007022;1828944116;2192629395;1387345280;
4;10;1869042291;583978931;1767362591;251579833;957246001;2297935180;33435459;2239419714;
5;9;784191934;1755552201;153136251;808926933;1400580594;1639347198;1793322468;1664942421;
6;10;1769528482;1583283296;924412424;3722241;700220629;1591999117;1987098093;1439735718;
7;1;538102226;1464680583;1435890323;1666477379;452718959;1771250591;728380585;1942499354;
8;13;688471643;1492215274;1904552363;1534870560;779369003;1304801586;1097455395;1198264176;
9;10;1179713114;70236247;1364369045;1400783915;2036524748;2228591388;315800252;1403981291;
10;9;1598129445;1197124980;1962534791;301825224;1906370586;1659338383;898973805;475702786;
11;6;303010687;748938964;2064434757;245080618;1726793813;1466765363;1110994716;2333981082;
12;9;468657499;1822742514;1016038110;2028352817;1112272237;665029611;78382677;2808524535;
13;10;2126648896;472469595;3726463775;221037886;1552586081;1177873288;4400280;718520199;
14;15;1565081869;2106636944;1264897348;423613971;1878635899;861048306;1317079041;583006622;
15;2;997134572;619832639;1623261036;820193902;1484224781;534675903;1964583520;1956093647;
16;6;2081764694;1344444345;947400159;2238629534;1047715733;209849507;1718777231;411418797;
17;9;1719189594;1193434476;501315008;1889311783;1342686969;360263661;978729622;2015068887;
18;14;1169212442;1331505661;1388420384;1031134345;1233185028;1490315633;922378458;1433848049;
19;8;1389648502;1255138218;646305608;1619281025;757514194;1443391101;1546830101;1341891251;
20;2;1057657211;2168314721;1184967481;2149534437;1258313850;251366141;1460023036;469823123;
21;9;1796868972;1609400060;518423534;509977169;1204954926;918961361;2495920811;945493167;
22;9;1350613876;1020819057;650538397;1585129598;504655619;637704182;2869063830;1381475441;
23;10;1488935416;1394455983;1144937052;730856605;948881337;1380716348;1465475946;1445741313;
24;10;1658863416;257988024;851127119;2513520507;2061622751;941138010;1570567269;145172904;
25;2;1743163824;129677898;1545276334;2091326243;2561957328;620005;1609756975;318221393;
26;10;811700559;1797189369;881959447;1773653146;1006543707;540546291;2039352477;1149055004;
27;16;1923421012;1923421012;1923421012;576578988;576578988;576578988;576578988;1923421012;
28;5;1493728448;1908256865;487261580;1906846881;723386099;1350408321;1700555206;429556600;
29;9;1740145075;320965744;107106553;1893672030;2024971435;1256944335;1324302754;1331892074;
30;2;1669371572;2381219485;1134065785;1281377567;1027956133;85715785;2362850143;57443530;
31;3;1532134769;313377663;1361125496;1795101337;584173126;1540904812;1676676867;1196505930;
32;10;468305670;2156455051;1304786687;2217542490;774510495;120032689;608689721;2349677197;
33;12;1190477197;882363396;2091384812;1301378807;2469733392;1016975818;609537305;438149273;
34;9;1629288653;766403285;1667961532;907047959;1385529700;1652205776;1555710141;435852954;
35;16;2419039085;2419039085;2419039085;80960915;80960915;80960915;80960915;2419039085;
36;9;2113322693;336878023;1920103652;1121313699;209682449;1481356376;548247277;2269095831;
37;9;607596699;1475371612;1592183085;1411074222;1686517315;1430166789;1600480935;196609343;
38;2;1333659789;802854335;1179818078;1793122671;1719024582;1207846998;1180416269;783257278;
39;8;2281405657;1490458422;802311512;2174975966;747790003;1404341798;519843892;578872750;
40;10;848608018;2017733113;731288671;308035206;582039919;1966419778;1538495985;2007379310;
41;10;913258991;612827999;1097471694;1620537352;1071396949;1853412335;392612531;2438482149;
42;7;1239632813;1015835563;1055784509;1310565284;1740767790;969225788;1667450370;1000737883;
