Tree;scenario;a;b;c;d;e;f;g;h;
1;2;1244616705;311831433;1095458174;1394473493;1533788603;1537596639;1401903904;1480331049;
2;9;996702752;2253906249;1222959573;160246305;732746053;2061600249;1835328022;736510797;
3;10;1268642505;1133575214;1797855732;1565475226;1764977057;873867707;749285062;846321497;
4;10;1205049510;788681179;816901121;1099182963;1284882154;1865545711;1890885408;1048871954;
5;2;1546101860;1056754762;1253390752;297753222;841107883;804870035;2064139970;2135881516;
6;8;1671718263;1714818398;1642937057;928781012;923454977;950035268;766946488;1401308537;
7;10;798173382;307564425;1332506778;1893004672;2200801202;1833720737;315273390;1318955414;
8;9;1187151552;1010313288;874677882;2392388726;1143515758;556140586;2361992265;473819943;
9;10;1004131574;1609669012;1149630847;1628320733;1256309370;746433442;1601199380;1004305642;
10;2;2401516325;400477364;2283919525;1080505302;1583426963;810008918;636717082;803428521;
11;2;1500691062;1909242251;1668608366;128560897;1491555176;970929601;2115252106;215160541;
12;9;2424148434;945883196;812516984;518647393;2207597434;1111828778;1738946138;240431643;
13;9;1358868271;1651647163;1103898023;261643547;2672365594;1590832797;157184958;1203559647;
14;10;1359497400;1408625806;1389479638;874834253;1122256689;1349743215;1089103344;1406459655;
15;9;389180597;2161430809;76959860;2232686482;2192385954;186099082;2248390240;512866976;
16;2;1264437222;1702341950;1604705679;1502105578;1775474596;1661043515;331735184;158156276;
17;2;1319181911;1805159703;681207678;2124123171;515163522;1541339578;116530901;1897293536;
18;16;246027268;246027268;246027268;2253972732;2253972732;2253972732;2253972732;246027268;
19;3;815334566;818791790;1764215837;1333314927;300698537;1502636225;979006473;2486001645;
20;12;1537177560;966515674;2146596721;1173808112;2004518132;921332133;746208615;503843053;
21;7;1604630292;2000953278;218424349;484687379;1101052838;808788819;2249617172;1531845873;
22;3;1554936482;1331630736;735159043;1621856556;827112819;1821694699;1366214972;741394693;
23;9;2328448337;398290966;1116787882;1100423887;2095456835;1216075793;308401308;1436114992;
24;3;2276029502;351768486;1203505099;2592925881;114519271;1881782592;1050233781;529235388;
25;1;1599710037;1087367975;772081078;912972823;1589641308;1845183184;1106596894;1086446701;
26;10;1644176540;825673140;993446018;1890687459;1613037793;801154433;1872315028;359509589;
27;2;692866976;1558464003;1027801294;1476384763;1285500159;1411502002;1398245253;1149235550;
28;13;1965962556;1346866788;819676895;814459185;1248157090;875957423;1290944347;1637975716;
29;14;370184963;1492713794;1959142100;491558250;2713244766;2284605446;310976932;377573749;
30;14;1243180629;945052075;1405440851;1288367376;1500693351;1479286757;880758823;1257220138;
31;9;154923253;1035327296;2047887349;1799130936;1873252290;1697482721;1292943751;99052404;
32;9;1151343056;1375991192;3236232847;543454739;976829847;1552523726;236447606;927176987;
33;4;2020802115;1622420929;630588904;1940314653;593247352;1513228674;770167326;909230047;
34;15;1167515599;1461035550;1106800639;1021028578;1726464818;1335535931;1364083826;817535059;
35;4;1493901990;450417133;1688700859;2095432521;1357699171;326192112;649202043;1938454171;
36;6;1392667365;1634576321;1378718677;1733116394;1724738786;360246108;1733634676;42301673;
37;10;1424370414;962031498;1243848331;1462371636;1438995135;1151438134;1280642237;1036302615;
38;2;748267339;2010463118;1189883944;1721850290;1494766288;1429641274;944863745;460264002;
39;10;343897507;1348922546;1050261656;1601085699;1510750776;1783396134;1018007265;1343678417;
40;16;1281178456;1281178456;1281178456;1218821544;1218821544;1218821544;1218821544;1281178456;
41;2;1219161419;690213891;2142719260;689268836;1719658987;993938146;1036908103;1508131358;
42;9;1571948885;1447653202;1854177587;1743733823;1619343267;209817500;1404851975;148473761;
