Tree;scenario;a;b;c;d;e;f;g;h;
1;4;2969263028;24984110;1306503567;663907687;1246680895;52219484;2943119225;793322004;
2;6;1311258850;840182533;1004320705;1971536698;1505365135;574396474;1938329408;854610197;
3;12;1111531694;1203110383;1917545702;1717122872;1381224979;862725553;215410714;1591328103;
4;12;1111186101;1418060528;1791764692;1002872913;1659583381;1341124393;821512502;853895490;
5;5;2264634217;2383674871;1949155143;284707419;794919952;492736010;484126771;1346045617;
6;10;547370646;1199483430;1283450450;1321580729;1553906158;1999716307;606392631;1488099649;
7;10;328023170;1757034976;1838745233;1902650332;1628620184;878342147;279660560;1386923398;
8;5;609753086;1076199320;2153949104;1587568520;1332838933;1693891648;505055559;1040743830;
9;10;508253541;1866889407;899889213;2019027613;1050957612;546164515;1808292394;1300525705;
10;2;2207198796;788506725;1674904291;540479434;881914944;898708231;1107534519;1900753060;
11;3;1422019444;1359874824;1556822289;638374979;1813231011;109766583;1434469027;1665441843;
12;9;2027770012;1153245994;1386276706;998976543;358997252;774387534;2101155856;1199190103;
13;2;216010467;1786464845;1257016077;1113320249;1268307709;1242197788;1402580152;1714102713;
14;4;1887855521;2365478;1895284500;1218644778;1950983541;23610938;1880331737;1140923507;
15;10;1764740529;488034420;1294243327;983446685;1607607584;1755693368;1196777288;909456799;
16;10;1348186538;1548563557;2369662550;1125232609;1910791750;492678910;912522478;292361608;
17;14;932256262;1473379515;1041491604;1041375099;1198893924;1594195917;1510412904;1207994775;
18;8;721539129;1767846857;2142289530;779939224;2313487009;1921450410;187162923;166284918;
19;10;1684922113;1342246267;1960747103;1792486581;1746325436;99603845;1091319835;282348820;
20;9;1537108988;2414596895;1942808697;42325929;495572912;1210701715;704557080;1652327784;
21;1;1348513208;680275342;821584508;1395260308;2485267565;511927849;2570045080;187126140;
22;10;1560746208;1577824502;1679477129;1705018097;1652770499;141587178;1457243662;225332725;
23;16;1836179902;1836179902;1836179902;663820098;663820098;663820098;663820098;1836179902;
24;9;767637426;904393112;1330697267;1212606089;193642097;1913017630;1625102428;2052903951;
25;2;802170991;2188264100;602681914;2958899091;1009849664;188700097;2142127488;107306655;
26;10;947279984;691199436;1361203052;1561264416;1428837896;1769814690;379421992;1860978534;
27;12;2331591028;521597652;1089771443;2056358120;1302449912;625187152;1472095855;600948838;
28;16;909207790;909207790;909207790;1590792210;1590792210;1590792210;1590792210;909207790;
29;9;536776322;1982248979;199451552;2128196116;2292675950;346327031;735580122;1778743928;
30;9;829224316;2236215890;2073156735;28505239;1988787184;1964447734;734982999;144679903;
31;15;905405729;1512456696;1833971582;1088014465;827947491;1533441708;674148645;1624613684;
32;4;996202306;907188013;921838214;1618922008;1624792830;1561760752;1551101609;818194268;
33;14;1190376452;1681432473;1195258024;1118726668;1112270322;988802281;1616798451;1096335329;
34;2;717210040;2129970720;730108335;1783621098;431449578;686399264;791043115;2730197850;
35;10;2221732943;208449147;1542045139;1709885515;1206839343;1160019444;311024046;1640004423;
36;15;596698736;1188816791;2242347683;1253903246;1394029180;1817171573;371314560;1135718231;
37;10;1779139072;802703172;1633355187;639447557;1097013074;1777591396;501586513;1769164029;
38;9;1439824391;1918856856;1227260344;1235105705;1283390516;426283491;1002822110;1466456587;
39;9;1400319597;928118206;1188364;1408959097;2462141079;1284879255;210981282;2303413120;
40;2;2032760436;952358589;1121510426;704770322;1221801838;1842426505;1471985617;652386267;
41;9;2892614867;292786164;369278552;116384792;2030091633;1731042230;771632086;1796169676;
42;14;591406748;1378963283;1300115285;854287135;1874256045;2320604354;855671030;824696120;
