Tree;scenario;a;b;c;d;e;f;g;h;
1;13;886858604;1233318630;1407805158;2134823688;514386576;757258300;1976107563;1089441481;
2;1;1579861578;1550612466;1130198443;1652919648;1159830419;1573286586;1175703926;177586934;
3;13;780302359;656642477;397778596;1267115369;1693634514;2279050920;1928278312;997197453;
4;11;1276801837;1364619185;698143967;1391640228;1370246171;926664252;1567600888;1404283472;
5;9;2307926292;254778309;504641134;2057811237;1919543967;896976411;1973529052;84793598;
6;12;274085580;805693904;602824592;2050848471;1296864177;1814347325;1699139989;1456195962;
7;10;1091155216;1113963247;1282470684;1679925113;1279118587;1129236727;896324815;1527805611;
8;1;1856982111;665146009;408361767;1476119133;1502582844;1240727070;1497553888;1352527178;
9;5;818799863;1661444044;1487113889;1676249285;1678978540;1829432293;735289885;112692201;
10;13;1177356143;1815900515;1173008566;938040679;626176959;968296617;1446044077;1855176444;
11;10;643073396;610573931;593178753;1891445674;1058355444;1680948102;1793410540;1729014160;
12;3;2013593702;1256658674;1014351642;1338802234;1792147879;287210964;1339442596;957792309;
13;16;1199116453;1199116453;1199116453;1300883547;1300883547;1300883547;1300883547;1199116453;
14;10;401331966;1931184513;1635536686;1601056753;1170748118;1114806854;296544410;1848790700;
15;10;290055974;2486697656;2072704240;102002333;2095219003;2472599274;381357934;99363586;
16;4;1067264344;1408384061;1107288650;1450012774;1189415790;1503759013;1033473036;1240402332;
17;4;806407094;1229660523;1392058842;946144863;1864746492;1632512478;1279272495;849197213;
18;1;1784684186;1455356211;1804701607;1526993151;1253885748;711524270;1076595585;386259242;
19;10;64029738;1615083207;1598919179;1723238588;1550578491;1638064261;43932682;1766153854;
20;4;1058168999;1177019084;2039157058;1116023661;1938549468;1161164745;682085111;827831874;
21;10;1863229564;122146451;1783421890;1400292816;1708181354;1549868756;230010014;1342849155;
22;1;381454554;2820006834;1074783916;1155664497;1619067994;454957229;2340198528;153866448;
23;1;1684205040;1871447200;1123437500;1764993832;641954243;866196333;1488205209;559560643;
24;2;684631344;1241593824;1615631257;1534001426;1772165075;595876310;1336774655;1219326109;
25;1;1149168023;598802897;524257103;756718571;1344244155;816983642;2317212232;2492613377;
26;13;829770862;782198048;1592670859;2799970118;17259516;683558900;1857404707;1437166990;
27;3;1651054519;184999217;1540628204;1439052866;272786314;1329768646;1757715575;1823994659;
28;2;1097329334;1752942200;1460613663;1448261999;970350365;1273072287;279592066;1717838086;
29;14;1571295992;526353841;1006090251;1845606351;1224836669;1201033256;1184982583;1439801057;
30;14;1303888622;1048240484;953649525;2099260393;1542823745;676064272;1837705521;538367438;
31;9;1767630798;1053900949;1553508509;1926934715;744400777;472987377;1216363434;1264273441;
32;14;1400853286;444147368;1423305574;1743553813;1778351235;1393819904;634916312;1181052508;
33;2;1432536419;1820001174;2162915762;927920434;1514339205;862451192;827416896;452418918;
34;2;1374661363;1537278157;2329362080;483972236;1321346541;1095311496;709692985;1148375142;
35;10;350952802;2162709422;949857812;1487788399;1533303046;1084308171;2090711438;340368910;
36;12;1603085396;1937307102;1617300080;391813253;907847125;1119934406;1195868633;1226844005;
37;11;2571358953;1020149571;2820536555;315838445;1171842740;789316535;1117003533;193953668;
38;3;1697943433;319341312;751867925;2789288947;981917851;484270291;1489979154;1485391087;
39;12;1850275357;1487796495;978373637;536553936;608134761;926872430;1773284421;1838708963;
40;14;882702721;1878726784;1327187720;746571013;1105998307;1655692956;1043074865;1360045634;
41;1;1062889572;2260928913;1197504833;1034992089;1466585142;401339657;2153606619;422153175;
42;1;2046941477;861744738;3059805869;1050568243;246308234;264547864;1018849090;1451234485;
