Tree;scenario;a;b;c;d;e;f;g;h;
1;5;807525993;655569678;999192112;687267694;1990982488;2151302943;1124542919;1583616173;
2;16;2172366734;2172366734;2172366734;327633266;327633266;327633266;327633266;2172366734;
3;10;1775296315;1961262165;1397550318;594573467;795646280;671281244;1603089839;1201300372;
4;9;440013026;601468133;937699632;2259008809;1173890473;1688999678;1011682672;1887237577;
5;3;2169585313;510587702;484712196;2546583218;685074999;1103922764;2070447006;429086802;
6;12;2126326829;1428738374;2587004336;298396791;1425897155;807653050;1046004163;279979302;
7;12;356722821;1587427378;1021737450;1325331302;1231109309;1892278923;978951236;1606441581;
8;1;1650974291;1647826208;1844897287;2018787576;348200318;72745349;1163419603;1253149368;
9;4;343032581;654803918;1154305182;1414272456;1696145823;972549032;1868146137;1896744871;
10;11;1444503099;1476226561;1777309580;383916686;633224450;1775977896;1448865627;1059976101;
11;1;2543243530;762593390;2565246681;390729782;97921310;539988688;712591877;2387684742;
12;10;2472759688;769918987;2135766491;124391466;979035050;1558365144;490200407;1469562767;
13;12;959705291;1842725543;1553654116;864209444;1178317123;1410885356;858186342;1332316785;
14;1;1050851591;1734951530;1264325630;1666604248;1108781622;2321634617;5118631;847732131;
15;13;600988467;1717527516;1864613210;1270972377;676022493;1490021791;981572173;1398281973;
16;14;631180003;1789416690;792611641;430339303;548445272;2440052429;685213842;2682740820;
17;1;849456903;1475277380;858990436;1894424577;2612930124;306018043;299397209;1703505328;
18;10;891787631;1326393508;1099682163;1377065790;1233297163;1403859201;1240918862;1426995682;
19;11;1105412121;1706085618;712418561;876457344;1324327237;1318002856;1707057760;1250238503;
20;1;269630183;2056695507;1538555155;1296862046;1716992100;552224251;1404829337;1164211421;
21;2;1523456007;160544788;1426684679;655180220;1608459506;2235341616;830298580;1560034604;
22;2;482746834;1522660820;1053636920;1098762172;1001579429;1168102366;1589499853;2083011606;
23;2;1995062073;380880083;1389337757;1720663977;1052207965;235519742;1319227546;1907100857;
24;4;1091480518;681304527;2261606432;310118661;1668287695;497936603;1746040434;1743225130;
25;11;1458829043;706247146;1083386861;1200802792;223840825;1276120485;1852159065;2198613783;
26;5;880127866;1784037117;1407261956;687619924;1491487301;1968830053;758110292;1022525491;
27;1;1721838503;634744103;1019830824;1052754748;1431555766;1686717639;1174163489;1278394928;
28;12;2261642833;745077371;1266267414;2007199782;793427696;452826607;582198973;1891359324;
29;14;1063962622;947563208;1080972891;1319485873;1338213076;1666905816;1205308045;1377588469;
30;13;1663587590;1365154000;1396504181;491427297;1780535601;1419242419;581984056;1301564856;
31;6;784266350;795196701;849065046;1128483466;1193934459;1568335482;1981676023;1699042473;
32;11;1389532663;405086918;3075690634;1346713095;316410383;1739877521;290022776;1436666010;
33;10;1775949209;1765731869;1796866690;316997566;1046929755;1160619262;1158874857;978030792;
34;10;2249791184;207906011;787482455;230697513;746859073;2072971395;1843452145;1860840224;
35;10;1824698318;482882416;2034727322;1961387847;2065228298;624689379;370588050;635798370;
36;9;1636500416;1204701054;713067918;418946762;1602316923;1759419885;2626217698;38829344;
37;1;1565660263;455318401;762219037;538183442;1640441;2861604527;3674865478;140508411;
38;10;1477823186;1564628765;1273791058;485425762;1187418555;1551374381;1601462028;858076265;
39;4;1903413843;946052350;1020101171;812107522;790138351;724297949;2056710557;1747178257;
40;10;1145806969;1191031204;464610302;818190420;505726415;1156110065;2687221682;2031302943;
41;9;1562041830;2060952765;2055954433;1015097689;215028959;349334353;1395715178;1345874793;
42;16;2142311716;2142311716;2142311716;357688284;357688284;357688284;357688284;2142311716;
